GO_term,Description,DECount,Expected,N,notDECount,p,adjP,FDR,expression,shortest_path,longest_path,terminal_node,ontology,Group
GO:0009636,response to toxic substance,20,5.7170748853632425,447,427,2.955483456366355e-6,0.006791700982729884,2.1202040085450664e-4,Down,3,3,FALSE,BP,ABA
GO:0055085,transmembrane transport,70,38.613686110977966,2954,2884,3.074378304326261e-6,0.0070649213433417474,2.1202040085450664e-4,Down,2,4,FALSE,BP,ABA
GO:0097237,cellular response to toxic substance,19,5.235073255683906,410,391,3.136942397325163e-6,0.007208693629053225,2.1202040085450664e-4,Down,4,4,FALSE,BP,ABA
GO:0006464,cellular protein modification process,118,76.9060378021697,5862,5744,4.5498961328150255e-6,0.010455661313208929,2.825854408975386e-4,Down,5,6,FALSE,BP,ABA
GO:0036211,protein modification process,118,76.9060378021697,5862,5744,4.5498961328150255e-6,0.010455661313208929,2.825854408975386e-4,Down,4,5,FALSE,BP,ABA
GO:0016491,oxidoreductase activity,104,65.7128888462829,5012,4908,5.620342637517431e-6,0.012915547381015056,3.311678815644886e-4,Down,2,2,FALSE,MF,ABA
GO:0042744,hydrogen peroxide catabolic process,15,3.6417900909105434,287,272,8.173393315793688e-6,0.018782457839693893,4.5810872779741206e-4,Down,5,6,FALSE,BP,ABA
GO:0048544,recognition of pollen,14,3.2936778028088,260,246,1.1621011763302173e-5,0.026705085032068393,6.210484891178696e-4,Down,2,5,FALSE,BP,ABA
GO:0009875,pollen-pistil interaction,14,3.3070667369665596,261,247,1.2132638036944936e-5,0.027880802208899463,6.33654595656806e-4,Down,2,4,FALSE,BP,ABA
GO:0042743,hydrogen peroxide metabolic process,15,3.789068366645896,298,283,1.275616283203095e-5,0.02931366218800712,6.514147152890472e-4,Down,4,5,FALSE,BP,ABA
GO:0005506,iron ion binding,30,12.063429676141174,931,901,1.3625426751942936e-5,0.03131123067596487,6.806789277383667e-4,Down,6,6,FALSE,MF,ABA
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",30,12.224096886034287,943,913,1.573753081766618e-5,0.036164845818996885,7.694648046595082e-4,Down,4,4,FALSE,MF,ABA
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",13,3.012510185495854,238,225,2.0354155640554632e-5,0.04677384966199454,9.651696413647682e-4,Down,4,4,FALSE,MF,ABA
GO:0110165,cellular anatomical entity,485,422.8760964386713,32069,31584,2.1420213972847336e-5,0.049223651709603175,9.651696413647682e-4,Down,1,1,FALSE,CC,ABA
GO:0006796,phosphate-containing compound metabolic process,132,91.94181086133347,6999,6867,2.9581143247929835e-5,0.06797746718374276,0.0013072589843027454,Down,4,4,FALSE,BP,ABA
GO:0006793,phosphorus metabolic process,133,93.10664813305853,7087,6954,3.309530870834538e-5,0.07605301941177768,0.0014349626304108998,Down,3,3,FALSE,BP,ABA
GO:0009856,pollination,14,3.655179025068303,287,273,3.4642116644924674e-5,0.0796075840500369,0.001474214519445128,Down,2,3,FALSE,BP,ABA
GO:0022857,transmembrane transporter activity,61,34.5836169294924,2644,2583,3.614824086777619e-5,0.08306865751414969,0.0015053484721338408,Down,2,2,FALSE,MF,ABA
GO:0005215,transporter activity,63,36.16351116010801,2764,2701,3.668386181005008e-5,0.08429951443949509,0.0015053484721338408,Down,1,1,FALSE,MF,ABA
GO:0008037,cell recognition,14,3.7087347616993402,291,277,4.025543979161877e-5,0.09250700064113994,0.0015949482869162057,Down,2,2,FALSE,BP,ABA
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",28,11.9563182028791,921,893,5.719899599986517e-5,0.13144329280769015,0.0021548080788145927,Down,3,3,FALSE,MF,ABA
GO:0016798,"hydrolase activity, acting on glycosyl bonds",30,13.469267762705908,1036,1006,8.339502298276525e-5,0.19164176281439455,0.0030419327430856275,Down,3,3,FALSE,MF,ABA
GO:0043412,macromolecule modification,125,88.25985396794964,6717,6592,9.191405395985935e-5,0.2112184959997568,0.0031525148656680116,Down,4,4,FALSE,BP,ABA
GO:0044706,multi-multicellular organism process,14,4.190736391378676,327,313,1.3856666423999676e-4,0.31842619442351255,0.004548945634621608,Down,2,2,FALSE,BP,ABA
GO:0004497,monooxygenase activity,25,10.885203470258352,838,813,1.868556973406978e-4,0.4293943924889236,0.005882114965601693,Down,3,3,FALSE,MF,ABA
GO:0140096,"catalytic activity, acting on a protein",135,98.32833245458467,7479,7344,1.9058833723857886e-4,0.4379719989742542,0.005918540526679111,Down,2,2,FALSE,MF,ABA
GO:0006810,transport,102,70.43918260397194,5363,5261,2.154127253196447e-4,0.49501844278454354,0.006471199447193547,Down,3,3,FALSE,BP,ABA
GO:0055114,NA,93,63.075268817204304,4804,4711,2.2334334280017505e-4,0.5132430017548023,0.006580038484035926,Down,2,2,FALSE,BP,ABA
GO:0051234,establishment of localization,102,71.06846250938663,5410,5308,2.926334909713318e-4,0.6724717622521205,0.008405897028151506,Down,2,2,FALSE,BP,ABA
GO:0044550,secondary metabolite biosynthetic process,9,2.102062662768218,166,157,3.946315792171196e-4,0.9068633690409408,0.010544922895824893,Down,3,3,FALSE,BP,ABA
GO:0072593,reactive oxygen species metabolic process,15,5.261851123999425,408,393,4.1625469662459396e-4,0.9565532928433169,0.01086992378231042,Down,3,3,FALSE,BP,ABA
GO:0102131,3-oxo-glutaryl-[acp] methyl ester reductase activity,2,0.0267778683155187,4,2,0.0010278202890232051,1,0.023385455684904213,Down,5,5,TRUE,MF,ABA
GO:0102132,3-oxo-pimeloyl-[acp] methyl ester reductase activity,2,0.0267778683155187,4,2,0.0010278202890232051,1,0.023385455684904213,Down,5,5,TRUE,MF,ABA
GO:0005576,extracellular region,40,23.31013436865903,1781,1741,0.0014303209193916196,1,0.03015483919965084,Down,2,2,FALSE,CC,ABA
GO:0051179,localization,103,75.96881241112655,5777,5674,0.0020001558853399532,1,0.040198756082322255,Down,1,1,FALSE,BP,ABA
GO:0006979,response to oxidative stress,15,6.319576922462414,487,472,0.002401005984589277,1,0.04715822010757401,Down,3,3,FALSE,BP,ABA
GO:1904029,regulation of cyclin-dependent protein kinase activity,5,0.8970585885698765,72,67,0.0026837511097998453,1,0.05226491568067834,Down,4,10,FALSE,BP,ABA
GO:0070008,serine-type exopeptidase activity,7,1.794117177139753,141,134,0.0028169784010784746,1,0.05439845685443978,Down,6,6,FALSE,MF,ABA
GO:0005524,ATP binding,142,111.42271006087331,8464,8322,0.0029653516490611704,1,0.056199742384058914,Down,3,8,TRUE,MF,ABA
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,4,0.5623352346258927,46,42,0.003179428757657829,1,0.0589219942346588,Down,5,11,FALSE,BP,ABA
GO:0004185,serine-type carboxypeptidase activity,6,1.4593938231957693,115,109,0.004356636213909784,1,0.07806007601401241,Down,7,7,FALSE,MF,ABA
GO:0019748,secondary metabolic process,9,3.0392880538113727,236,227,0.00446128712671115,1,0.07886182936294017,Down,2,2,FALSE,BP,ABA
GO:0009001,serine O-acetyltransferase activity,2,0.0803336049465561,8,6,0.004630743012431422,1,0.08061702608005612,Down,7,7,TRUE,MF,ABA
GO:0016412,serine O-acyltransferase activity,2,0.0803336049465561,8,6,0.004630743012431422,1,0.08061702608005612,Down,6,6,FALSE,MF,ABA
GO:0006566,threonine metabolic process,3,0.3213344197862244,27,24,0.005307175386144391,1,0.09100725205286474,Down,6,9,FALSE,BP,ABA
GO:0016772,"transferase activity, transferring phosphorus-containing groups",123,96.21288085765869,7309,7186,0.00539804989653038,1,0.0912111666340207,Down,3,3,FALSE,MF,ABA
GO:0035639,purine ribonucleoside triphosphate binding,152,123.00413810733515,9339,9187,0.005962244621108588,1,0.09928433434280823,Down,4,4,FALSE,MF,ABA
GO:0071900,regulation of protein serine/threonine kinase activity,6,1.566505296457844,123,117,0.006026115574989635,1,0.09962599705990058,Down,7,10,FALSE,BP,ABA
GO:0006857,oligopeptide transport,4,0.6962245762034862,56,52,0.006452433156589775,1,0.10335206072029815,Down,6,7,FALSE,BP,ABA
GO:0009809,lignin biosynthetic process,3,0.3481122881017431,29,26,0.006501733989646155,1,0.10335206072029815,Down,5,6,FALSE,BP,ABA
GO:0016711,flavonoid 3'-monooxygenase activity,2,0.1071114732620748,10,8,0.007312974249240936,1,0.11354874881591669,Down,5,5,TRUE,MF,ABA
GO:0030497,fatty acid elongation,2,0.1071114732620748,10,8,0.007312974249240936,1,0.11354874881591669,Down,6,9,FALSE,BP,ABA
GO:0009699,phenylpropanoid biosynthetic process,4,0.763169246992283,61,57,0.008707040652188143,1,0.12992713908265163,Down,4,5,FALSE,BP,ABA
GO:0004316,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,2,0.12050040741983416,11,9,0.00886023148406507,1,0.13051802532295853,Down,5,6,TRUE,MF,ABA
GO:0006567,threonine catabolic process,2,0.12050040741983416,11,9,0.00886023148406507,1,0.13051802532295853,Down,7,10,FALSE,BP,ABA
GO:0030554,adenyl nucleotide binding,150,122.34808033360494,9288,9138,0.00905476064235003,1,0.1325340124593654,Down,5,6,FALSE,MF,ABA
GO:0004180,carboxypeptidase activity,6,1.7673393088242344,138,132,0.01033963006883386,1,0.1475805583737901,Down,6,6,FALSE,MF,ABA
GO:0032559,adenyl ribonucleotide binding,149,122.16063525539631,9273,9124,0.010455675195807923,1,0.14768541961973378,Down,5,7,FALSE,MF,ABA
GO:0008964,phosphoenolpyruvate carboxylase activity,2,0.1338893415775935,12,10,0.010539777553366554,1,0.14768541961973378,Down,6,6,TRUE,MF,ABA
GO:0009068,aspartate family amino acid catabolic process,2,0.1338893415775935,12,10,0.010539777553366554,1,0.14768541961973378,Down,6,9,FALSE,BP,ABA
GO:0043168,anion binding,177,148.49666874370897,11268,11091,0.012271782884230415,1,0.15180632853516646,Down,3,3,FALSE,MF,ABA
GO:0000166,nucleotide binding,179,150.47823099905733,11418,11239,0.012725084480906791,1,0.15180632853516646,Down,3,4,FALSE,MF,ABA
GO:1901265,nucleoside phosphate binding,179,150.47823099905733,11418,11239,0.012725084480906791,1,0.15180632853516646,Down,3,3,FALSE,MF,ABA
GO:0002099,tRNA wobble guanine modification,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,8,12,TRUE,BP,ABA
GO:0009831,plant-type cell wall modification involved in multidimensional cell growth,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,5,8,TRUE,BP,ABA
GO:0042547,cell wall modification involved in multidimensional cell growth,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,4,7,FALSE,BP,ABA
GO:0050179,phenylserine aldolase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,5,5,TRUE,MF,ABA
GO:0051075,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,3,4,TRUE,MF,ABA
GO:0072532,tri-(feruloyl or hydroxyferuloyl) spermidine meta-hydroxylase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,5,5,FALSE,MF,ABA
GO:0072533,tri-(coumaroyl or caffeoyl) spermidine meta-hydroxylase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,5,5,FALSE,MF,ABA
GO:0072547,tricoumaroylspermidine meta-hydroxylase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,6,6,TRUE,MF,ABA
GO:0072548,dicoumaroyl monocaffeoyl spermidine meta-hydroxylase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,6,6,TRUE,MF,ABA
GO:0072549,monocoumaroyl dicaffeoyl spermidine meta-hydroxylase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,6,6,TRUE,MF,ABA
GO:0072550,triferuloylspermidine meta-hydroxylase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,6,6,TRUE,MF,ABA
GO:0072551,diferuloyl mono-(hydroxyferuloyl) spermidine meta-hydroxylase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,6,6,TRUE,MF,ABA
GO:0072552,monoferuloyl di-(hydroxyferuloyl) spermidine meta-hydroxylase activity,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,6,6,TRUE,MF,ABA
GO:1901631,positive regulation of presynaptic membrane organization,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,4,8,TRUE,BP,ABA
GO:1903909,regulation of receptor clustering,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,5,7,FALSE,BP,ABA
GO:1903911,positive regulation of receptor clustering,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,5,8,FALSE,BP,ABA
GO:1904393,regulation of skeletal muscle acetylcholine-gated channel clustering,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,6,9,FALSE,BP,ABA
GO:1904395,positive regulation of skeletal muscle acetylcholine-gated channel clustering,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,5,10,TRUE,BP,ABA
GO:2000012,regulation of auxin polar transport,1,0,1,0,0.013212039037003173,1,0.15180632853516646,Down,4,7,TRUE,BP,ABA
GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity,2,0.17405614405087155,15,13,0.01633495587015374,1,0.18237785895313385,Down,5,5,FALSE,MF,ABA
GO:0015743,malate transport,2,0.17405614405087155,15,13,0.01633495587015374,1,0.18237785895313385,Down,9,10,FALSE,BP,ABA
GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,2,0.17405614405087155,15,13,0.01633495587015374,1,0.18237785895313385,Down,4,7,FALSE,BP,ABA
GO:0019887,protein kinase regulator activity,5,1.4326159548802506,112,107,0.016783226524195158,1,0.18317254614136827,Down,4,4,FALSE,MF,ABA
GO:0044267,cellular protein metabolic process,151,125.3605905191008,9514,9363,0.01689842462226722,1,0.18317254614136827,Down,4,5,FALSE,BP,ABA
GO:0017076,purine nucleotide binding,160,134.05000878748663,10172,10012,0.017718748454714373,1,0.1885077960598779,Down,4,5,FALSE,MF,ABA
GO:0016846,carbon-sulfur lyase activity,3,0.5221684321526147,42,39,0.018005128822357223,1,0.19067182504044652,Down,3,3,FALSE,MF,ABA
GO:0032553,ribonucleotide binding,161,135.13451245426512,10254,10093,0.01810993381496623,1,0.19090196287519448,Down,3,5,FALSE,MF,ABA
GO:0034755,iron ion transmembrane transport,2,0.1874450782086309,16,14,0.018506838912114854,1,0.19331234463654515,Down,6,9,FALSE,BP,ABA
GO:0004564,beta-fructofuranosidase activity,3,0.535557366310374,43,40,0.019169472056286517,1,0.1974801477707866,Down,5,5,FALSE,MF,ABA
GO:0032555,purine ribonucleotide binding,159,133.862563709278,10157,9998,0.020154728383290018,1,0.20493613196814361,Down,4,6,FALSE,MF,ABA
GO:0009664,plant-type cell wall organization,5,1.5129495598268066,118,113,0.020541364710763593,1,0.20595796768858668,Down,4,6,FALSE,BP,ABA
GO:0004590,orotidine-5'-phosphate decarboxylase activity,2,0.20083401236639026,17,15,0.020792971498586645,1,0.20595796768858668,Down,5,5,TRUE,MF,ABA
GO:0097027,ubiquitin-protein transferase activator activity,2,0.20083401236639026,17,15,0.020792971498586645,1,0.20595796768858668,Down,4,4,FALSE,MF,ABA
GO:0036094,small molecule binding,185,158.3643132179776,12013,11828,0.02101433580509254,1,0.20607526915663535,Down,2,2,FALSE,MF,ABA
GO:0019207,kinase regulator activity,5,1.526338493984566,119,114,0.021216781270343255,1,0.20659391253918982,Down,3,3,FALSE,MF,ABA
GO:0008236,serine-type peptidase activity,14,7.2300244451900495,554,540,0.022049686381409393,1,0.2128999130440285,Down,5,5,FALSE,MF,ABA
GO:0019199,transmembrane receptor protein kinase activity,9,4.003291313170046,308,299,0.02237458683802364,1,0.2142145519071901,Down,4,6,FALSE,MF,ABA
GO:0017171,serine hydrolase activity,14,7.256802313505568,556,542,0.022400270608703886,1,0.2142145519071901,Down,4,4,FALSE,MF,ABA
GO:0051338,regulation of transferase activity,11,5.181517519052869,398,387,0.02289807866071522,1,0.21743712711703955,Down,4,4,FALSE,BP,ABA
GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",2,0.2142229465241496,18,16,0.023189963128376984,1,0.21840383306971436,Down,4,4,FALSE,MF,ABA
GO:1904668,positive regulation of ubiquitin protein ligase activity,2,0.2142229465241496,18,16,0.023189963128376984,1,0.21840383306971436,Down,7,13,TRUE,BP,ABA
GO:0015932,nucleobase-containing compound transmembrane transporter activity,3,0.5891131029414114,47,44,0.024234241215487975,1,0.2225899245383668,Down,3,3,FALSE,MF,ABA
GO:0008169,C-methyltransferase activity,3,0.6025020370991708,48,45,0.025602304825801617,1,0.2225899245383668,Down,5,5,FALSE,MF,ABA
GO:0010997,anaphase-promoting complex binding,2,0.22761188068190896,19,17,0.025694492760481226,1,0.2225899245383668,Down,3,3,TRUE,MF,ABA
GO:0051443,positive regulation of ubiquitin-protein transferase activity,2,0.22761188068190896,19,17,0.025694492760481226,1,0.2225899245383668,Down,6,12,FALSE,BP,ABA
GO:0120029,proton export across plasma membrane,2,0.22761188068190896,19,17,0.025694492760481226,1,0.2225899245383668,Down,4,9,TRUE,BP,ABA
GO:0004163,diphosphomevalonate decarboxylase activity,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,5,5,TRUE,MF,ABA
GO:0004363,glutathione synthase activity,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,5,5,TRUE,MF,ABA
GO:0005030,neurotrophin receptor activity,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,3,3,FALSE,MF,ABA
GO:0009825,multidimensional cell growth,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,3,3,FALSE,BP,ABA
GO:0009926,auxin polar transport,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,6,6,FALSE,BP,ABA
GO:0016600,flotillin complex,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,4,9,TRUE,CC,ABA
GO:0034333,adherens junction assembly,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,7,7,FALSE,BP,ABA
GO:0034515,proteasome storage granule,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,4,7,TRUE,CC,ABA
GO:0043295,glutathione binding,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,3,5,TRUE,MF,ABA
GO:0045551,cinnamyl-alcohol dehydrogenase activity,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,5,5,TRUE,MF,ABA
GO:0052747,sinapyl alcohol dehydrogenase activity,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,5,5,TRUE,MF,ABA
GO:0052811,1-phosphatidylinositol-3-phosphate 4-kinase activity,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,6,6,TRUE,MF,ABA
GO:0052812,"phosphatidylinositol-3,4-bisphosphate 5-kinase activity",1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,6,6,TRUE,MF,ABA
GO:0097104,postsynaptic membrane assembly,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,6,8,FALSE,BP,ABA
GO:0097105,presynaptic membrane assembly,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,6,8,FALSE,BP,ABA
GO:0099054,presynapse assembly,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,5,7,FALSE,BP,ABA
GO:0099172,presynapse organization,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,4,6,FALSE,BP,ABA
GO:1900750,oligopeptide binding,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,4,4,FALSE,MF,ABA
GO:1901629,regulation of presynaptic membrane organization,1,0.01338893415775935,2,1,0.026249725652696867,1,0.2225899245383668,Down,5,7,FALSE,BP,ABA
GO:0001932,regulation of protein phosphorylation,11,5.435907268050296,417,406,0.0280844486799715,1,0.23640316141602385,Down,6,8,FALSE,BP,ABA
GO:0015740,C4-dicarboxylate transport,2,0.24100081483966831,20,18,0.028303307574122437,1,0.2365127302012122,Down,8,9,FALSE,BP,ABA
GO:0055106,ubiquitin-protein transferase regulator activity,2,0.24100081483966831,20,18,0.028303307574122437,1,0.2365127302012122,Down,3,3,FALSE,MF,ABA
GO:0051704,multi-organism process,16,9.091086293118599,695,679,0.02929125186518463,1,0.24388151009490677,Down,1,1,FALSE,BP,ABA
GO:0019184,nonribosomal peptide biosynthetic process,2,0.25438974899742767,21,19,0.031013221749368665,1,0.25272476446825953,Down,6,7,FALSE,BP,ABA
GO:0060918,auxin transport,2,0.25438974899742767,21,19,0.031013221749368665,1,0.25272476446825953,Down,5,5,FALSE,BP,ABA
GO:0016854,racemase and epimerase activity,5,1.7003946380354376,132,127,0.031331078293648854,1,0.25441278416538893,Down,3,3,FALSE,MF,ABA
GO:0015267,channel activity,15,8.234194507022,630,615,0.032109598159755295,1,0.25799949850041143,Down,4,4,FALSE,MF,ABA
GO:0022803,passive transmembrane transporter activity,15,8.234194507022,630,615,0.032109598159755295,1,0.25799949850041143,Down,3,3,FALSE,MF,ABA
GO:0009066,aspartate family amino acid metabolic process,6,2.329674543450127,180,174,0.0331368975193259,1,0.2653260993010833,Down,5,8,FALSE,BP,ABA
GO:0003824,catalytic activity,466,434.7654699707616,32938,32472,0.033717810321142,1,0.2689305290168398,Down,1,1,FALSE,MF,ABA
GO:0008553,"proton-exporting ATPase activity, phosphorylative mechanism",2,0.267778683155187,22,20,0.033821115268001176,1,0.2689305290168398,Down,6,9,FALSE,MF,ABA
GO:1901505,carbohydrate derivative transmembrane transporter activity,3,0.6828356420457269,54,51,0.034661404558320764,1,0.2737178957904506,Down,3,3,FALSE,MF,ABA
GO:0097367,carbohydrate derivative binding,161,137.7453546150282,10449,10288,0.034791737779126225,1,0.2738062103302468,Down,2,2,FALSE,MF,ABA
GO:0140115,export across plasma membrane,2,0.28116761731294637,23,21,0.03672393273431256,1,0.28612392392244784,Down,3,5,FALSE,BP,ABA
GO:0000064,L-ornithine transmembrane transporter activity,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,5,9,FALSE,MF,ABA
GO:0003858,3-hydroxybutyrate dehydrogenase activity,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,5,5,TRUE,MF,ABA
GO:0005859,muscle myosin complex,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,4,9,TRUE,CC,ABA
GO:0010289,homogalacturonan biosynthetic process,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,6,10,TRUE,BP,ABA
GO:0010308,acireductone dioxygenase (Ni2+-requiring) activity,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,5,5,TRUE,MF,ABA
GO:0010394,homogalacturonan metabolic process,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,6,6,FALSE,BP,ABA
GO:0015822,ornithine transport,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,6,9,FALSE,BP,ABA
GO:0016174,"NAD(P)H oxidase H2O2-forming activity",1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,5,5,TRUE,MF,ABA
GO:0016460,myosin II complex,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,3,8,FALSE,CC,ABA
GO:0035658,Mon1-Ccz1 complex,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,2,9,TRUE,CC,ABA
GO:0043813,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,8,9,TRUE,MF,ABA
GO:0044332,Wnt signaling pathway involved in dorsal/ventral axis specification,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,5,8,FALSE,BP,ABA
GO:0071340,skeletal muscle acetylcholine-gated channel clustering,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,5,8,FALSE,BP,ABA
GO:0080085,"signal recognition particle, chloroplast targeting",1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,4,4,TRUE,CC,ABA
GO:0097090,presynaptic membrane organization,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,5,6,FALSE,BP,ABA
GO:0099068,postsynapse assembly,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,5,7,FALSE,BP,ABA
GO:1903352,L-ornithine transmembrane transport,1,0.0267778683155187,3,2,0.03911535797280789,1,0.28612392392244784,Down,4,11,FALSE,BP,ABA
